index,jobId,company,title,job,region,jobUrl,total_skill,total_skill_literal,reviewCount,average,salary,wlb,culture,possibility,management
0,1181605,(주)아이패밀리에스씨,기술연구소 NodeJS 개발자,웹개발,전국,/companies/67445/job_postings/1181605/%EA%B8%B0%EC%88%A0%EC%97%B0%EA%B5%AC%EC%86%8C-nodejs-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%95%84%EC%9D%B4%ED%8C%A8%EB%B0%80%EB%A6%AC%EC%97%90%EC%8A%A4%EC%94%A8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['PHP', 'MySQL', 'React닷JS', 'Node닷js']",PHP MySQL React닷JS Node닷js,231,3.0,2.0,2.0,2.0,3.0,3.0
3,1181629,디딤365(주),클라우드 및 시스템 엔지니어(청년내일채움공제 가능),"네트워크/보안/운영, 시스템엔지니어",서울,/companies/51032/job_postings/1181629/%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%B0%8F-%EC%8B%9C%EC%8A%A4%ED%85%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4%EC%B2%AD%EB%85%84%EB%82%B4%EC%9D%BC%EC%B1%84%EC%9B%80%EA%B3%B5%EC%A0%9C-%EA%B0%80%EB%8A%A5/%EB%94%94%EB%94%A4365?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['MySQL', 'WAS', 'NoSQL', 'Redis', 'WEB', 'PostgreSQL', 'Python', 'Linux', 'AWS', 'MongoDB', 'Docker', 'Kubernetes', 'GCP', 'Azure', 'MariaDB', 'DB', 'Node닷js']",MySQL WAS NoSQL Redis WEB PostgreSQL Python Linux AWS MongoDB Docker Kubernetes GCP Azure MariaDB DB Node닷js,18,4.0,3.0,3.0,4.0,4.0,3.0
4,1175461,패스트캠퍼스,[경력] 프론트엔드 개발자,"소프트웨어엔지니어, 시스템엔지니어, 웹개발",서울,/companies/309654/job_postings/1175461/%EA%B2%BD%EB%A0%A5-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90/%ED%8C%A8%EC%8A%A4%ED%8A%B8%EC%BA%A0%ED%8D%BC%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['MySQL', 'TypeScript', 'WEB', 'JavaScript', 'GCP', 'Webpack', 'DB', 'Vue닷js', 'Node닷js']",MySQL TypeScript WEB JavaScript GCP Webpack DB Vue닷js Node닷js,170,2.0,2.0,1.0,2.0,3.0,2.0
5,1181633,(주)민병철교육그룹,민병철유폰 QA (경력 6년 이상),QA(Quality Assurance),서울,/companies/156293/job_postings/1181633/%EB%AF%BC%EB%B3%91%EC%B2%A0%EC%9C%A0%ED%8F%B0-qa-%EA%B2%BD%EB%A0%A5-6%EB%85%84-%EC%9D%B4%EC%83%81/%EB%AF%BC%EB%B3%91%EC%B2%A0%EA%B5%90%EC%9C%A1%EA%B7%B8%EB%A3%B9?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['WEB', 'JIRA']",WEB JIRA,53,2.0,2.0,2.0,2.0,3.0,2.0
6,1181665,잡플래닛 매칭서비스,대기업 계열사/합성수지 및 기타 플라스틱 물질 제조/코스피 - 울산공장 IT기획,기획,"서울, 울산",/companies/320559/job_postings/1181665/%EB%8C%80%EA%B8%B0%EC%97%85-%EA%B3%84%EC%97%B4%EC%82%AC%ED%95%A9%EC%84%B1%EC%88%98%EC%A7%80-%EB%B0%8F-%EA%B8%B0%ED%83%80-%ED%94%8C%EB%9D%BC%EC%8A%A4%ED%8B%B1-%EB%AC%BC%EC%A7%88-%EC%A0%9C%EC%A1%B0%EC%BD%94%EC%8A%A4%ED%94%BC---%EC%9A%B8%EC%82%B0%EA%B3%B5%EC%9E%A5-it%EA%B8%B0%ED%9A%8D/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Oracle', 'Java', 'PHP']",Oracle Java PHP,1,5.0,4.0,2.0,5.0,4.0,5.0
7,1181888,보맵(주),[PO실] 서비스 기획자 모집,데이터분석,서울,/companies/320766/job_postings/1181888/po%EC%8B%A4-%EC%84%9C%EB%B9%84%EC%8A%A4-%EA%B8%B0%ED%9A%8D%EC%9E%90-%EB%AA%A8%EC%A7%91/%EB%B3%B4%EB%A7%B5?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Slack', 'Data']",Slack Data,5,3.0,3.0,4.0,3.0,4.0,2.0
8,1181877,보맵(주),[QA팀] QA 매니저 모집,QA(Quality Assurance),서울,/companies/320766/job_postings/1181877/qa%ED%8C%80-qa-%EB%A7%A4%EB%8B%88%EC%A0%80-%EB%AA%A8%EC%A7%91/%EB%B3%B4%EB%A7%B5?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['WEB', 'JIRA', 'Android', 'IOS', 'Git']",WEB JIRA Android IOS Git,5,3.0,3.0,4.0,3.0,4.0,2.0
9,1181838,(주)민병철교육그룹,[잡플래닛 매칭] QA 시니어,QA(Quality Assurance),서울,/companies/156293/job_postings/1181838/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD-qa-%EC%8B%9C%EB%8B%88%EC%96%B4/%EB%AF%BC%EB%B3%91%EC%B2%A0%EA%B5%90%EC%9C%A1%EA%B7%B8%EB%A3%B9?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['JIRA'],JIRA,53,2.0,2.0,2.0,2.0,3.0,2.0
10,1181703,패스트파이브,프론트엔드 개발자 (React Native),"모바일앱개발, 웹개발, 프로젝트매니저",서울,/companies/313075/job_postings/1181703/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-react-native/%ED%8C%A8%EC%8A%A4%ED%8A%B8%ED%8C%8C%EC%9D%B4%EB%B8%8C?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['React닷JS', 'IOS', 'WEB', 'App', 'Java', 'Vue닷js', 'Swift']",React닷JS IOS WEB App Java Vue닷js Swift,48,3.0,3.0,3.0,4.0,3.0,3.0
11,1181687,패스트파이브,클라이언트 개발자,"모바일앱개발, 웹개발, 프로젝트매니저",서울,/companies/313075/job_postings/1181687/%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-%EA%B0%9C%EB%B0%9C%EC%9E%90/%ED%8C%A8%EC%8A%A4%ED%8A%B8%ED%8C%8C%EC%9D%B4%EB%B8%8C?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['React닷JS', 'IOS', 'WEB', 'Swift', 'Java', 'Vue닷js', 'App']",React닷JS IOS WEB Swift Java Vue닷js App,48,3.0,3.0,3.0,4.0,3.0,3.0
12,1181470,(주)네오위즈,사내 및 서비스 보안 담당자,네트워크/보안/운영,경기,/companies/83745/job_postings/1181470/%EC%82%AC%EB%82%B4-%EB%B0%8F-%EC%84%9C%EB%B9%84%EC%8A%A4-%EB%B3%B4%EC%95%88-%EB%8B%B4%EB%8B%B9%EC%9E%90/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['WEB', 'AWS', 'Python', 'App']",WEB AWS Python App,276,3.0,3.0,3.0,3.0,2.0,2.0
13,1181678,지마켓(주),모바일 서비스 기획자,기획,서울,/companies/95264/job_postings/1181678/%EB%AA%A8%EB%B0%94%EC%9D%BC-%EC%84%9C%EB%B9%84%EC%8A%A4-%EA%B8%B0%ED%9A%8D%EC%9E%90-/%EC%A7%80%EB%A7%88%EC%BC%93?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['WEB', 'Android', 'IOS']",WEB Android IOS,4,3.0,3.0,3.0,3.0,3.0,3.0
14,1181948,잡플래닛 매칭서비스,유명 모바일게임 개발사입니다. - 게임 QA 경력직 리더급,QA(Quality Assurance),서울,/companies/320559/job_postings/1181948/%EC%9C%A0%EB%AA%85-%EB%AA%A8%EB%B0%94%EC%9D%BC%EA%B2%8C%EC%9E%84-%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%9E%85%EB%8B%88%EB%8B%A4---%EA%B2%8C%EC%9E%84-qa-%EA%B2%BD%EB%A0%A5%EC%A7%81-%EB%A6%AC%EB%8D%94%EA%B8%89/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Python'],Python,1,5.0,4.0,2.0,5.0,4.0,5.0
15,1181946,잡플래닛 매칭서비스,유명 모바일게임 개발사입니다. - 게임 QA 경력직 실무자,QA(Quality Assurance),서울,/companies/320559/job_postings/1181946/%EC%9C%A0%EB%AA%85-%EB%AA%A8%EB%B0%94%EC%9D%BC%EA%B2%8C%EC%9E%84-%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%9E%85%EB%8B%88%EB%8B%A4---%EA%B2%8C%EC%9E%84-qa-%EA%B2%BD%EB%A0%A5%EC%A7%81-%EC%8B%A4%EB%AC%B4%EC%9E%90/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Python'],Python,1,5.0,4.0,2.0,5.0,4.0,5.0
16,1181602,(주)에이스프로젝트,[컴투스프로야구for매니저] 게임 클라이언트 프로그래머 채용,"게임개발, 모바일앱개발, 소프트웨어엔지니어",서울,/companies/95319/job_postings/1181602/%EC%BB%B4%ED%88%AC%EC%8A%A4%ED%94%84%EB%A1%9C%EC%95%BC%EA%B5%ACfor%EB%A7%A4%EB%8B%88%EC%A0%80-%EA%B2%8C%EC%9E%84-%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8-%EC%B1%84%EC%9A%A9/%EC%97%90%EC%9D%B4%EC%8A%A4%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Android', 'C샵', 'C언어', 'C쁠블']",IOS Android C샵 C언어 C쁠블,51,4.0,3.0,4.0,4.0,3.0,3.0
17,1181351,현대엔지비(주),[신입/경력] 미래인재육성 IT 연구개발 (인재확보 플랫폼 기획 및 개발),"DBA(Database Admin.), QA(Quality Assurance), 네트워크/보안/운영",서울,/companies/89114/job_postings/1181351/%EC%8B%A0%EC%9E%85%EA%B2%BD%EB%A0%A5-%EB%AF%B8%EB%9E%98%EC%9D%B8%EC%9E%AC%EC%9C%A1%EC%84%B1-it-%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C-%EC%9D%B8%EC%9E%AC%ED%99%95%EB%B3%B4-%ED%94%8C%EB%9E%AB%ED%8F%BC-%EA%B8%B0%ED%9A%8D-%EB%B0%8F-%EA%B0%9C%EB%B0%9C/%ED%98%84%EB%8C%80%EC%97%94%EC%A7%80%EB%B9%84?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Java', 'DB', 'Spring']",Java DB Spring,57,3.0,3.0,3.0,2.0,2.0,2.0
18,1181755,(주)도움이티에스,동종업계 최초 월 1회 주 4일 근무 시행! |주|도움이티에스 2021 상반기 C#개발 전문가(경력)와 미래 인재(신입)를 모십니다!,모바일앱개발,서울,/companies/113245/job_postings/1181755/%EB%8F%99%EC%A2%85%EC%97%85%EA%B3%84-%EC%B5%9C%EC%B4%88-%EC%9B%94-1%ED%9A%8C-%EC%A3%BC-4%EC%9D%BC-%EA%B7%BC%EB%AC%B4-%EC%8B%9C%ED%96%89-%EC%A3%BC%EB%8F%84%EC%9B%80%EC%9D%B4%ED%8B%B0%EC%97%90%EC%8A%A4-2021-%EC%83%81%EB%B0%98%EA%B8%B0-c%EA%B0%9C%EB%B0%9C-%EC%A0%84%EB%AC%B8%EA%B0%80%EA%B2%BD%EB%A0%A5%EC%99%80-%EB%AF%B8%EB%9E%98-%EC%9D%B8%EC%9E%AC%EC%8B%A0%EC%9E%85%EB%A5%BC-%EB%AA%A8%EC%8B%AD%EB%8B%88%EB%8B%A4/%EB%8F%84%EC%9B%80%EC%9D%B4%ED%8B%B0%EC%97%90%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C샵', 'MsSQL']",C샵 MsSQL,18,2.0,2.0,2.0,2.0,2.0,2.0
20,1181941,보맵(주),[서버팀] 데이터 엔지니어 (백엔드 개발) 모집,모바일앱개발,서울,/companies/320766/job_postings/1181941/%EC%84%9C%EB%B2%84%ED%8C%80-%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C-%EB%AA%A8%EC%A7%91/%EB%B3%B4%EB%A7%B5?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spark', 'Spring', 'NoSQL', 'Kafka', 'AWS', 'Java', 'Git', 'DB']",Spark Spring NoSQL Kafka AWS Java Git DB,5,3.0,3.0,4.0,3.0,4.0,2.0
22,1181258,(주)뷰노,QA Engineer,QA(Quality Assurance),서울,/companies/329047/job_postings/1181258/qa-engineer/%EB%B7%B0%EB%85%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'WEB', 'JIRA', 'Jenkins', 'Java']",Python WEB JIRA Jenkins Java,18,4.0,4.0,4.0,4.0,4.0,4.0
27,1181305,(주)네오위즈,[네오위즈] 피망웹보드(카지노류) QA 담당자,"QA(Quality Assurance), 게임개발",경기,/companies/83745/job_postings/1181305/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88-%ED%94%BC%EB%A7%9D%EC%9B%B9%EB%B3%B4%EB%93%9C%EC%B9%B4%EC%A7%80%EB%85%B8%EB%A5%98-qa-%EB%8B%B4%EB%8B%B9%EC%9E%90-/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Android']",IOS Android,276,3.0,3.0,3.0,3.0,2.0,2.0
28,1181327,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (콘텐츠 기획),게임개발,경기,/companies/83745/job_postings/1181327/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%BD%98%ED%85%90%EC%B8%A0-%EA%B8%B0%ED%9A%8D/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['IOS'],IOS,276,3.0,3.0,3.0,3.0,2.0,2.0
29,1181326,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (시스템 기획),"게임개발, 시스템엔지니어",경기,/companies/83745/job_postings/1181326/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%8B%9C%EC%8A%A4%ED%85%9C-%EA%B8%B0%ED%9A%8D-/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['IOS'],IOS,276,3.0,3.0,3.0,3.0,2.0,2.0
30,1181347,(주)네오위즈,신규 모바일 전략RPG 개발자 모집 (서버),"게임개발, 시스템엔지니어",경기,/companies/83745/job_postings/1181347/%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%EC%A0%84%EB%9E%B5rpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%84%9C%EB%B2%84/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C언어', 'WEB', 'Unity3D', 'DB', 'C샵', 'C쁠블', 'Node닷js']",C언어 WEB Unity3D DB C샵 C쁠블 Node닷js,276,3.0,3.0,3.0,3.0,2.0,2.0
33,1181304,(주)네오위즈,[네오위즈] 피망웹보드(고포류) QA 담당자 (계약직),"QA(Quality Assurance), 게임개발",경기,/companies/83745/job_postings/1181304/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88-%ED%94%BC%EB%A7%9D%EC%9B%B9%EB%B3%B4%EB%93%9C%EA%B3%A0%ED%8F%AC%EB%A5%98-qa-%EB%8B%B4%EB%8B%B9%EC%9E%90-%EA%B3%84%EC%95%BD%EC%A7%81/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Android']",IOS Android,276,3.0,3.0,3.0,3.0,2.0,2.0
34,1181303,(주)네오위즈,[네오위즈] 피망웹보드(고포류) QA 담당자,"QA(Quality Assurance), 게임개발",경기,/companies/83745/job_postings/1181303/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88-%ED%94%BC%EB%A7%9D%EC%9B%B9%EB%B3%B4%EB%93%9C%EA%B3%A0%ED%8F%AC%EB%A5%98-qa-%EB%8B%B4%EB%8B%B9%EC%9E%90/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Android']",IOS Android,276,3.0,3.0,3.0,3.0,2.0,2.0
35,1181487,한화시스템(주) ICT부문,PdM 모델개발,"기획, 컨설팅",서울,/companies/336387/job_postings/1181487/pdm-%EB%AA%A8%EB%8D%B8%EA%B0%9C%EB%B0%9C/%ED%95%9C%ED%99%94%EC%8B%9C%EC%8A%A4%ED%85%9C-ict%EB%B6%80%EB%AC%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Python'],Python,121,3.0,3.0,4.0,3.0,3.0,3.0
36,1181651,에이알텍(주),Windows 기반 어플리케이션 연구개발 분야 채용,"모바일앱개발, 소프트웨어엔지니어, 하드웨어엔지니어",서울,/companies/276030/job_postings/1181651/windows-%EA%B8%B0%EB%B0%98-%EC%96%B4%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98-%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C-%EB%B6%84%EC%95%BC-%EC%B1%84%EC%9A%A9/%EC%97%90%EC%9D%B4%EC%95%8C%ED%85%8D?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C언어', 'C샵', 'C쁠블']",C언어 C샵 C쁠블,14,2.0,2.0,2.0,2.0,2.0,2.0
37,1181474,(주)네오위즈,[네오위즈] 신규 밀리터리 FPS 프로젝트 - 클라이언트 프로그래머,게임개발,경기,/companies/83745/job_postings/1181474/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88-%EC%8B%A0%EA%B7%9C-%EB%B0%80%EB%A6%AC%ED%84%B0%EB%A6%AC-fps-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8---%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['C쁠블'],C쁠블,276,3.0,3.0,3.0,3.0,2.0,2.0
39,1181464,(주)네오위즈,모바일 골프게임 3D 캐릭터 모델러,"게임개발, 캐릭터디자인",경기,/companies/83745/job_postings/1181464/-%EB%AA%A8%EB%B0%94%EC%9D%BC-%EA%B3%A8%ED%94%84%EA%B2%8C%EC%9E%84-3d-%EC%BA%90%EB%A6%AD%ED%84%B0-%EB%AA%A8%EB%8D%B8%EB%9F%AC/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Unity3D'],Unity3D,276,3.0,3.0,3.0,3.0,2.0,2.0
40,1181534,잡플래닛 매칭서비스,국내 중견 게임사 - 기술PM,게임개발,서울,/companies/320559/job_postings/1181534/%EA%B5%AD%EB%82%B4-%EC%A4%91%EA%B2%AC-%EA%B2%8C%EC%9E%84%EC%82%AC----%EA%B8%B0%EC%88%A0pm/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['JIRA', 'AWS']",JIRA AWS,1,5.0,4.0,2.0,5.0,4.0,5.0
41,1181882,잡플래닛 매칭서비스,"그룹사 대기업, IT 서비스기업 - 그룹사 대기업, 웹프론트앤드 개발자","모바일앱개발, 소프트웨어엔지니어, 웹개발","서울, 경기",/companies/320559/job_postings/1181882/%EA%B7%B8%EB%A3%B9%EC%82%AC-%EB%8C%80%EA%B8%B0%EC%97%85-it-%EC%84%9C%EB%B9%84%EC%8A%A4%EA%B8%B0%EC%97%85---%EA%B7%B8%EB%A3%B9%EC%82%AC-%EB%8C%80%EA%B8%B0%EC%97%85-%EC%9B%B9%ED%94%84%EB%A1%A0%ED%8A%B8%EC%95%A4%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['React닷JS', 'WEB', 'IOS', 'Android', 'AngularJS', 'Vue닷js', 'Node닷js']",React닷JS WEB IOS Android AngularJS Vue닷js Node닷js,1,5.0,4.0,2.0,5.0,4.0,5.0
42,1181892,(주)이스트게임즈,온라인/모바일 게임 서버 개발,"게임개발, 네트워크/보안/운영",서울,/companies/319415/job_postings/1181892/%EC%98%A8%EB%9D%BC%EC%9D%B8%EB%AA%A8%EB%B0%94%EC%9D%BC-%EA%B2%8C%EC%9E%84-%EC%84%9C%EB%B2%84-%EA%B0%9C%EB%B0%9C/%EC%9D%B4%EC%8A%A4%ED%8A%B8%EA%B2%8C%EC%9E%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['DB', 'Linux', 'C쁠블']",DB Linux C쁠블,31,2.0,2.0,4.0,2.0,2.0,2.0
43,1181330,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (클라이언트),게임개발,경기,/companies/83745/job_postings/1181330/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'C샵', 'Unity3D']",IOS C샵 Unity3D,276,3.0,3.0,3.0,3.0,2.0,2.0
45,1181337,(주)네오위즈,[네오위즈] HTML5 게임 클라이언트 프로그래머,게임개발,경기,/companies/83745/job_postings/1181337/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88-html5-%EA%B2%8C%EC%9E%84-%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['TypeScript', 'WEB', 'JavaScript', 'HTML', 'CSS']",TypeScript WEB JavaScript HTML CSS,276,3.0,3.0,3.0,3.0,2.0,2.0
47,1181332,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (서버),게임개발,경기,/companies/83745/job_postings/1181332/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%84%9C%EB%B2%84/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C언어', 'IOS', 'DB', 'C샵', 'C쁠블']",C언어 IOS DB C샵 C쁠블,276,3.0,3.0,3.0,3.0,2.0,2.0
48,1181331,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (클라이언트),게임개발,경기,/companies/83745/job_postings/1181331/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%ED%81%B4%EB%9D%BC%EC%9D%B4%EC%96%B8%ED%8A%B8-/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'C샵', 'Unity3D']",IOS C샵 Unity3D,276,3.0,3.0,3.0,3.0,2.0,2.0
49,1181329,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (스킬/레벨 기획),게임개발,경기,/companies/83745/job_postings/1181329/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%8A%A4%ED%82%AC%EB%A0%88%EB%B2%A8-%EA%B8%B0%ED%9A%8D-/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Unity3D']",IOS Unity3D,276,3.0,3.0,3.0,3.0,2.0,2.0
50,1181328,(주)네오위즈,[네오위즈/ProjectB] 신규 모바일 턴제RPG 개발자 모집 (경제밸런스/BM 기획),게임개발,경기,/companies/83745/job_postings/1181328/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88projectb-%EC%8B%A0%EA%B7%9C-%EB%AA%A8%EB%B0%94%EC%9D%BC-%ED%84%B4%EC%A0%9Crpg-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EA%B2%BD%EC%A0%9C%EB%B0%B8%EB%9F%B0%EC%8A%A4bm-%EA%B8%B0%ED%9A%8D/%EB%84%A4%EC%98%A4%EC%9C%84%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Unity3D']",IOS Unity3D,276,3.0,3.0,3.0,3.0,2.0,2.0
