index,jobId,company,title,job,region,jobUrl,total_skill,total_skill_literal,reviewCount,average,salary,wlb,culture,possibility,management
906,1177744,우리소프트(주),SW 개발자,소프트웨어엔지니어,서울,/companies/305535/job_postings/1177744/sw-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%9A%B0%EB%A6%AC%EC%86%8C%ED%94%84%ED%8A%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Java'],Java,1,3.0,2.0,3.0,2.0,3.0,2.0
907,1167604,잡플래닛 매칭서비스,Connected Car Architecture & S/W Development 전문 기업 - Connected Car S/W 개발,소프트웨어엔지니어,서울,/companies/320559/job_postings/1167604/connected-car-architecture--sw-development-%EC%A0%84%EB%AC%B8-%EA%B8%B0%EC%97%85---connected-car-sw-%EA%B0%9C%EB%B0%9C/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Linux'],Linux,1,5.0,4.0,2.0,5.0,4.0,5.0
908,1166992,(주)브릭,"솔루션기술팀 C#, java 개발 업무","소프트웨어엔지니어, 웹개발, UI/UX/GUI디자인",전국,/companies/325400/job_postings/1166992/%EC%86%94%EB%A3%A8%EC%85%98%EA%B8%B0%EC%88%A0%ED%8C%80-c-java-%EA%B0%9C%EB%B0%9C-%EC%97%85%EB%AC%B4/%EB%B8%8C%EB%A6%AD?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spring', 'JavaScript', 'Java', 'HTML', 'Webpack', 'DB', 'C샵', 'CSS', 'Node닷js']",Spring JavaScript Java HTML Webpack DB C샵 CSS Node닷js,8,3.0,3.0,3.0,3.0,3.0,3.0
909,1175188,큐브리드(주),개발팀,소프트웨어엔지니어,서울,/companies/52442/job_postings/1175188/%EA%B0%9C%EB%B0%9C%ED%8C%80/%ED%81%90%EB%B8%8C%EB%A6%AC%EB%93%9C?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'JavaScript', 'Linux', 'Java', 'HTML', 'PHP', 'C언어', 'C쁠블']",Python JavaScript Linux Java HTML PHP C언어 C쁠블,6,3.0,2.0,3.0,3.0,3.0,3.0
910,1173884,잡플래닛 매칭서비스,1등 포털기업 자회사 - 백엔드 개발,"소프트웨어아키텍트, 소프트웨어엔지니어, 시스템엔지니어",경기,/companies/320559/job_postings/1173884/1%EB%93%B1-%ED%8F%AC%ED%84%B8%EA%B8%B0%EC%97%85-%EC%9E%90%ED%9A%8C%EC%82%AC---%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Java', 'Spring', 'MySQL']",Java Spring MySQL,1,5.0,4.0,2.0,5.0,4.0,5.0
911,1170954,잡플래닛 매칭서비스,검사기기 및 부품 제조업(영상처리 및 시스템소프트웨어 공급) - $딥러링 영상처리 연구 및 개발,소프트웨어엔지니어,경기,/companies/320559/job_postings/1170954/%EA%B2%80%EC%82%AC%EA%B8%B0%EA%B8%B0-%EB%B0%8F-%EB%B6%80%ED%92%88-%EC%A0%9C%EC%A1%B0%EC%97%85%EC%98%81%EC%83%81%EC%B2%98%EB%A6%AC-%EB%B0%8F-%EC%8B%9C%EC%8A%A4%ED%85%9C%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EA%B3%B5%EA%B8%89---%EB%94%A5%EB%9F%AC%EB%A7%81-%EC%98%81%EC%83%81%EC%B2%98%EB%A6%AC-%EC%97%B0%EA%B5%AC-%EB%B0%8F-%EA%B0%9C%EB%B0%9C/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'C샵', 'C쁠블']",Python C샵 C쁠블,1,5.0,4.0,2.0,5.0,4.0,5.0
912,1174522,(주)에듀서브,PHP 개발자,"소프트웨어엔지니어, 웹개발",서울,/companies/337440/job_postings/1174522/php-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%97%90%EB%93%80%EC%84%9C%EB%B8%8C?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['MySQL', 'WEB', 'Ajax', 'JavaScript', 'Linux', 'PHP', 'Git', 'jQuery', 'DB']",MySQL WEB Ajax JavaScript Linux PHP Git jQuery DB,17,3.0,3.0,3.0,3.0,3.0,3.0
913,1144460,(주)더안코어컴퍼니,[소셜클럽] Software Engineer,"소프트웨어엔지니어, 웹개발",서울,/companies/330322/job_postings/1144460/%EC%86%8C%EC%85%9C%ED%81%B4%EB%9F%BD-software-engineer/%EB%8D%94%EC%95%88%EC%BD%94%EC%96%B4%EC%BB%B4%ED%8D%BC%EB%8B%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['TypeScript', 'React닷JS', 'WEB', 'JavaScript', 'MongoDB', 'AWS', 'Redis', 'Node닷js']",TypeScript React닷JS WEB JavaScript MongoDB AWS Redis Node닷js,2,3.0,3.0,3.0,4.0,4.0,4.0
914,1176726,(주)샌드박스네트워크,프론트엔드 개발자,소프트웨어엔지니어,서울,/companies/314301/job_postings/1176726/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%83%8C%EB%93%9C%EB%B0%95%EC%8A%A4%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['React닷JS', 'WEB', 'CSS', 'JavaScript', 'AWS', 'HTML', 'Git', 'AngularJS', 'GCP', 'Slack', 'Vue닷js', 'App']",React닷JS WEB CSS JavaScript AWS HTML Git AngularJS GCP Slack Vue닷js App,64,3.0,3.0,3.0,3.0,3.0,3.0
915,1176720,(주)샌드박스네트워크,백엔드 개발자,"소프트웨어엔지니어, 웹개발",서울,/companies/314301/job_postings/1176720/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%83%8C%EB%93%9C%EB%B0%95%EC%8A%A4%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'WEB', 'AWS', 'Java', 'Git', 'GCP', 'Slack', 'Node닷js']",Python WEB AWS Java Git GCP Slack Node닷js,64,3.0,3.0,3.0,3.0,3.0,3.0
916,1158184,(주)헬스리안,모바일 어플리케이션 개발 업무,소프트웨어엔지니어,"경기, 대전",/companies/335592/job_postings/1158184/%EB%AA%A8%EB%B0%94%EC%9D%BC-%EC%96%B4%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98-%EA%B0%9C%EB%B0%9C-%EC%97%85%EB%AC%B4/%ED%97%AC%EC%8A%A4%EB%A6%AC%EC%95%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'Android']",IOS Android,4,4.0,4.0,4.0,4.0,3.0,4.0
917,1156314,(주)아이비스,우수 인력 상시모집 공고 (SW 개발 모집),"소프트웨어아키텍트, 소프트웨어엔지니어",경기,/companies/68066/job_postings/1156314/%EC%9A%B0%EC%88%98-%EC%9D%B8%EB%A0%A5-%EC%83%81%EC%8B%9C%EB%AA%A8%EC%A7%91-%EA%B3%B5%EA%B3%A0-sw-%EA%B0%9C%EB%B0%9C-%EB%AA%A8%EC%A7%91-/%EC%95%84%EC%9D%B4%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Git', 'Linux', 'C언어']",Git Linux C언어,14,2.0,3.0,2.0,3.0,3.0,2.0
918,1176197,(주)아프리카티비,아프리카TV 스포츠/e스포츠/증권 서비스 개발 및 운영,소프트웨어엔지니어,경기,/companies/67144/job_postings/1176197/%EC%95%84%ED%94%84%EB%A6%AC%EC%B9%B4tv-%EC%8A%A4%ED%8F%AC%EC%B8%A0e%EC%8A%A4%ED%8F%AC%EC%B8%A0%EC%A6%9D%EA%B6%8C-%EC%84%9C%EB%B9%84%EC%8A%A4-%EA%B0%9C%EB%B0%9C-%EB%B0%8F-%EC%9A%B4%EC%98%81/%EC%95%84%ED%94%84%EB%A6%AC%EC%B9%B4%ED%8B%B0%EB%B9%84?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['MySQL', 'React닷JS', 'App', 'Linux', 'PHP', 'AngularJS', 'Node닷js']",MySQL React닷JS App Linux PHP AngularJS Node닷js,242,2.0,2.0,2.0,2.0,2.0,2.0
919,1176816,퀄슨(주),백엔드 개발자 / Back End Developer,"소프트웨어엔지니어, 웹개발",서울,/companies/52476/job_postings/1176816/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90--back-end-developer/%ED%80%84%EC%8A%A8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['NoSQL', 'Django', 'Python', 'WEB', 'AWS']",NoSQL Django Python WEB AWS,39,3.0,3.0,3.0,3.0,3.0,3.0
920,1167726,(주)파운트,로보어드바이저 Front-end SW engineer,소프트웨어엔지니어,서울,/companies/315414/job_postings/1167726/%EB%A1%9C%EB%B3%B4%EC%96%B4%EB%93%9C%EB%B0%94%EC%9D%B4%EC%A0%80-front-end-sw-engineer/%ED%8C%8C%EC%9A%B4%ED%8A%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'WEB', 'IOS', 'Android', 'JIRA', 'JavaScript', 'HTML', 'Git', 'CSS', 'App']",Python WEB IOS Android JIRA JavaScript HTML Git CSS App,5,3.0,2.0,3.0,3.0,4.0,3.0
921,1177465,아이온텍(주),연구개발,소프트웨어엔지니어,서울,/companies/22295/job_postings/1177465/%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C/%EC%95%84%EC%9D%B4%EC%98%A8%ED%85%8D?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C언어', 'Spring', 'JavaScript', 'Java', 'HTML', 'JSP', 'C샵', 'C쁠블']",C언어 Spring JavaScript Java HTML JSP C샵 C쁠블,8,2.0,1.0,1.0,2.0,3.0,2.0
922,1170388,잡플래닛 매칭서비스,반도체 장비 제조업 -증견기업 - 반도체/LCD 장비 SW 개발 업무,"소프트웨어아키텍트, 소프트웨어엔지니어, 반도체/디스플레이",경기,/companies/320559/job_postings/1170388/%EB%B0%98%EB%8F%84%EC%B2%B4-%EC%9E%A5%EB%B9%84-%EC%A0%9C%EC%A1%B0%EC%97%85--%EC%A6%9D%EA%B2%AC%EA%B8%B0%EC%97%85---%EB%B0%98%EB%8F%84%EC%B2%B4lcd-%EC%9E%A5%EB%B9%84-sw-%EA%B0%9C%EB%B0%9C-%EC%97%85%EB%AC%B4/%EC%9E%A1%ED%94%8C%EB%9E%98%EB%8B%9B-%EB%A7%A4%EC%B9%AD%EC%84%9C%EB%B9%84%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['C쁠블'],C쁠블,1,5.0,4.0,2.0,5.0,4.0,5.0
923,1173859,(주)무른모,백엔드 개발자,"소프트웨어엔지니어, 웹개발",인천,/companies/312827/job_postings/1173859/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EB%AC%B4%EB%A5%B8%EB%AA%A8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spring', 'MySQL', 'Python', 'AWS', 'Java', 'Vue닷js']",Spring MySQL Python AWS Java Vue닷js,16,4.0,3.0,3.0,4.0,4.0,3.0
925,1176497,(주)엑스투소프트,프론트엔드 개발자,소프트웨어엔지니어,서울,/companies/327319/job_postings/1176497/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%97%91%EC%8A%A4%ED%88%AC%EC%86%8C%ED%94%84%ED%8A%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['WEB', 'IOS', 'Android', 'Node닷js', 'JavaScript', 'HTML', 'AngularJS', 'Vue닷js', 'jQuery', 'CSS', 'App']",WEB IOS Android Node닷js JavaScript HTML AngularJS Vue닷js jQuery CSS App,24,3.0,3.0,3.0,3.0,3.0,3.0
926,1144667,핀다,Android Developer,소프트웨어엔지니어,서울,/companies/312220/job_postings/1144667/android-developer/%ED%95%80%EB%8B%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Android', 'Java', 'Kotlin', 'Git', 'App']",Android Java Kotlin Git App,7,4.0,3.0,3.0,4.0,4.0,4.0
927,1174440,(주)에이블리코퍼레이션,머신러닝 엔지니어,"소프트웨어엔지니어, 시스템엔지니어",서울,/companies/339895/job_postings/1174440/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4/%EC%97%90%EC%9D%B4%EB%B8%94%EB%A6%AC%EC%BD%94%ED%8D%BC%EB%A0%88%EC%9D%B4%EC%85%98?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['TensorFlow', 'Python', 'ML', 'DL', 'PyTorch']",TensorFlow Python ML DL PyTorch,19,3.0,3.0,3.0,4.0,3.0,3.0
928,1176906,솔박스(주),윈도우 개발자,소프트웨어엔지니어,서울,/companies/71231/job_postings/1176906/%EC%9C%88%EB%8F%84%EC%9A%B0-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%86%94%EB%B0%95%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C쁠블', 'App']",C쁠블 App,22,3.0,3.0,3.0,2.0,2.0,2.0
929,1176869,유엔젤(주),R&D (신입),소프트웨어엔지니어,경기,/companies/15001/job_postings/1176869/rd-%EC%8B%A0%EC%9E%85/%EC%9C%A0%EC%97%94%EC%A0%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'WEB', 'Linux', 'Java', 'DB', 'C언어', 'C쁠블']",Python WEB Linux Java DB C언어 C쁠블,126,3.0,3.0,3.0,2.0,2.0,2.0
930,1176868,유엔젤(주),R&D (전문연구요원),소프트웨어엔지니어,경기,/companies/15001/job_postings/1176868/rd-%EC%A0%84%EB%AC%B8%EC%97%B0%EA%B5%AC%EC%9A%94%EC%9B%90/%EC%9C%A0%EC%97%94%EC%A0%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['WEB', 'Java', 'DB', 'Python']",WEB Java DB Python,126,3.0,3.0,3.0,2.0,2.0,2.0
931,1176940,네이버(주),[동영상플랫폼] 채용연계형 인턴십 - 모바일 동영상 라이브/영상편집 SDK 개발 (Android),소프트웨어엔지니어,경기,/companies/42217/job_postings/1176940/%EB%8F%99%EC%98%81%EC%83%81%ED%94%8C%EB%9E%AB%ED%8F%BC-%EC%B1%84%EC%9A%A9%EC%97%B0%EA%B3%84%ED%98%95-%EC%9D%B8%ED%84%B4%EC%8B%AD---%EB%AA%A8%EB%B0%94%EC%9D%BC-%EB%8F%99%EC%98%81%EC%83%81-%EB%9D%BC%EC%9D%B4%EB%B8%8C%EC%98%81%EC%83%81%ED%8E%B8%EC%A7%91-sdk-%EA%B0%9C%EB%B0%9C-android/%EB%84%A4%EC%9D%B4%EB%B2%84?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Android'],Android,1025,3.0,4.0,3.0,3.0,3.0,3.0
932,1172724,지식시스템(주),SW 프로그래머,소프트웨어엔지니어,서울,/companies/10041/job_postings/1172724/sw-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8/%EC%A7%80%EC%8B%9D%EC%8B%9C%EC%8A%A4%ED%85%9C?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Java', 'DB']",Java DB,15,3.0,3.0,3.0,3.0,3.0,3.0
933,1176907,솔박스(주),유닉스 개발자,"소프트웨어엔지니어, 시스템엔지니어",서울,/companies/71231/job_postings/1176907/%EC%9C%A0%EB%8B%89%EC%8A%A4-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EC%86%94%EB%B0%95%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C언어', 'C쁠블']",C언어 C쁠블,22,3.0,3.0,3.0,2.0,2.0,2.0
934,1176219,(주)케이비시스,[케이비시스] 솔루션 개발자를 모집합니다.,"소프트웨어아키텍트, 소프트웨어엔지니어, 웹개발",전국,/companies/327391/job_postings/1176219/-%EC%BC%80%EC%9D%B4%EB%B9%84%EC%8B%9C%EC%8A%A4-%EC%86%94%EB%A3%A8%EC%85%98-%EA%B0%9C%EB%B0%9C%EC%9E%90%EB%A5%BC-%EB%AA%A8%EC%A7%91%ED%95%A9%EB%8B%88%EB%8B%A4-/%EC%BC%80%EC%9D%B4%EB%B9%84%EC%8B%9C%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Slack', 'Docker', 'React닷JS']",Slack Docker React닷JS,11,3.0,3.0,2.0,3.0,3.0,2.0
935,1176214,(주)케이비시스,[케이비시스] SI 개발자를 모집합니다.,"소프트웨어아키텍트, 소프트웨어엔지니어, 웹개발",전국,/companies/327391/job_postings/1176214/%EC%BC%80%EC%9D%B4%EB%B9%84%EC%8B%9C%EC%8A%A4-si-%EA%B0%9C%EB%B0%9C%EC%9E%90%EB%A5%BC-%EB%AA%A8%EC%A7%91%ED%95%A9%EB%8B%88%EB%8B%A4-/%EC%BC%80%EC%9D%B4%EB%B9%84%EC%8B%9C%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Docker', 'React닷JS']",Docker React닷JS,11,3.0,3.0,2.0,3.0,3.0,2.0
936,1176211,(주)케이비시스,[케이비시스] 어플리케이션 개발자를 모집합니다.,"소프트웨어아키텍트, 소프트웨어엔지니어, 웹개발",전국,/companies/327391/job_postings/1176211/%EC%BC%80%EC%9D%B4%EB%B9%84%EC%8B%9C%EC%8A%A4-%EC%96%B4%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98-%EA%B0%9C%EB%B0%9C%EC%9E%90%EB%A5%BC-%EB%AA%A8%EC%A7%91%ED%95%A9%EB%8B%88%EB%8B%A4-/%EC%BC%80%EC%9D%B4%EB%B9%84%EC%8B%9C%EC%8A%A4?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['IOS', 'C쁠블', 'App']",IOS C쁠블 App,11,3.0,3.0,2.0,3.0,3.0,2.0
937,1176308,(주)소만사,[연구개발] 보안제품 커널드라이버 개발,"소프트웨어엔지니어, 시스템엔지니어",서울,/companies/71429/job_postings/1176308/%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C-%EB%B3%B4%EC%95%88%EC%A0%9C%ED%92%88-%EC%BB%A4%EB%84%90%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B2%84-%EA%B0%9C%EB%B0%9C/%EC%86%8C%EB%A7%8C%EC%82%AC?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['C언어', 'C쁠블']",C언어 C쁠블,85,3.0,3.0,2.0,2.0,3.0,3.0
938,1177329,신영이에스디(주),정보화 분야(시스템 개발),소프트웨어엔지니어,경기,/companies/69962/job_postings/1177329/%EC%A0%95%EB%B3%B4%ED%99%94-%EB%B6%84%EC%95%BC%EC%8B%9C%EC%8A%A4%ED%85%9C-%EA%B0%9C%EB%B0%9C/%EC%8B%A0%EC%98%81%EC%9D%B4%EC%97%90%EC%8A%A4%EB%94%94?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Java', 'DB', 'Linux', 'MySQL']",Java DB Linux MySQL,17,3.0,2.0,3.0,3.0,3.0,3.0
939,1176059,에임시스템(주),SW 개발 및 엔지니어,소프트웨어엔지니어,경기,/companies/20021/job_postings/1176059/sw-%EA%B0%9C%EB%B0%9C-%EB%B0%8F-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4/%EC%97%90%EC%9E%84%EC%8B%9C%EC%8A%A4%ED%85%9C?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Linux', 'Oracle', 'Java', 'DB', 'C샵']",Linux Oracle Java DB C샵,137,3.0,3.0,3.0,3.0,3.0,2.0
940,1177429,그로윈(주),기술팀 (계약직),소프트웨어엔지니어,서울,/companies/44151/job_postings/1177429/%EA%B8%B0%EC%88%A0%ED%8C%80-%EA%B3%84%EC%95%BD%EC%A7%81/%EA%B7%B8%EB%A1%9C%EC%9C%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spark', 'MySQL', 'WAS', 'Redis', 'Hadoop', 'WEB', 'Python', 'Linux', 'Docker', 'Java', 'Data', 'MariaDB']",Spark MySQL WAS Redis Hadoop WEB Python Linux Docker Java Data MariaDB,11,3.0,3.0,3.0,4.0,3.0,3.0
941,1177425,그로윈(주),기술팀 (정규직),소프트웨어엔지니어,서울,/companies/44151/job_postings/1177425/%EA%B8%B0%EC%88%A0%ED%8C%80-%EC%A0%95%EA%B7%9C%EC%A7%81/%EA%B7%B8%EB%A1%9C%EC%9C%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spark', 'MySQL', 'WAS', 'Redis', 'Hadoop', 'WEB', 'Python', 'Linux', 'Docker', 'Java', 'Data', 'MariaDB']",Spark MySQL WAS Redis Hadoop WEB Python Linux Docker Java Data MariaDB,11,3.0,3.0,3.0,4.0,3.0,3.0
942,1176196,(주)아프리카티비,아프리카TV 광고 개발 및 운영,소프트웨어엔지니어,경기,/companies/67144/job_postings/1176196/%EC%95%84%ED%94%84%EB%A6%AC%EC%B9%B4tv-%EA%B4%91%EA%B3%A0-%EA%B0%9C%EB%B0%9C-%EB%B0%8F-%EC%9A%B4%EC%98%81/%EC%95%84%ED%94%84%EB%A6%AC%EC%B9%B4%ED%8B%B0%EB%B9%84?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spring', 'MySQL', 'Linux', 'JavaScript', 'MsSQL', 'Java', 'jQuery']",Spring MySQL Linux JavaScript MsSQL Java jQuery,242,2.0,2.0,2.0,2.0,2.0,2.0
943,1174026,(주)디앤디기술,S/W개발 부문,소프트웨어엔지니어,서울,/companies/151628/job_postings/1174026/sw%EA%B0%9C%EB%B0%9C-%EB%B6%80%EB%AC%B8/%EB%94%94%EC%95%A4%EB%94%94%EA%B8%B0%EC%88%A0?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['App', 'Java', 'C언어', 'C쁠블', 'ASP']",App Java C언어 C쁠블 ASP,8,3.0,2.0,3.0,2.0,2.0,3.0
945,1173861,(주)무른모,PHP 개발자,소프트웨어엔지니어,인천,/companies/312827/job_postings/1173861/php-%EA%B0%9C%EB%B0%9C%EC%9E%90/%EB%AC%B4%EB%A5%B8%EB%AA%A8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['MySQL', 'JavaScript', 'PHP', 'HTML', 'jQuery', 'CSS']",MySQL JavaScript PHP HTML jQuery CSS,16,4.0,3.0,3.0,4.0,4.0,3.0
946,1148513,(주)티몬,서버 개발자,"웹개발, 소프트웨어엔지니어",서울,/companies/50695/job_postings/1148513/%EC%84%9C%EB%B2%84-%EA%B0%9C%EB%B0%9C%EC%9E%90/%ED%8B%B0%EB%AA%AC?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spring', 'React닷JS', 'MongoDB', 'Java', 'Git', 'PHP', 'AngularJS', 'Node닷js']",Spring React닷JS MongoDB Java Git PHP AngularJS Node닷js,1510,2.0,2.0,3.0,3.0,2.0,2.0
947,1177048,(주)브랜디,Data Engineer,"소프트웨어엔지니어, 시스템엔지니어",서울,/companies/311092/job_postings/1177048/data-engineer/%EB%B8%8C%EB%9E%9C%EB%94%94?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Spark', 'MySQL', 'PostgreSQL', 'Oracle', 'Data', 'DB']",Spark MySQL PostgreSQL Oracle Data DB,176,3.0,2.0,2.0,2.0,3.0,2.0
948,1174517,퀸텟시스템즈(주),Java Programmer CTI 개발자,소프트웨어엔지니어,서울,/companies/52470/job_postings/1174517/java-programmer-cti-%EA%B0%9C%EB%B0%9C%EC%9E%90/%ED%80%B8%ED%85%9F%EC%8B%9C%EC%8A%A4%ED%85%9C%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Java', 'JSP', 'WAS']",Java JSP WAS,43,2.0,2.0,2.0,2.0,3.0,2.0
949,1174511,퀸텟시스템즈(주),"DW 및 DM 모델링, ETL 개발, OLAP 개발",소프트웨어엔지니어,서울,/companies/52470/job_postings/1174511/dw-%EB%B0%8F-dm-%EB%AA%A8%EB%8D%B8%EB%A7%81-etl-%EA%B0%9C%EB%B0%9C-olap-%EA%B0%9C%EB%B0%9C/%ED%80%B8%ED%85%9F%EC%8B%9C%EC%8A%A4%ED%85%9C%EC%A6%88?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Oracle'],Oracle,43,2.0,2.0,2.0,2.0,3.0,2.0
950,1177277,하몬소프트(주),개발(경력),소프트웨어엔지니어,서울,/companies/256484/job_postings/1177277/%EA%B0%9C%EB%B0%9C%EA%B2%BD%EB%A0%A5-/%ED%95%98%EB%AA%AC%EC%86%8C%ED%94%84%ED%8A%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['Python', 'Ajax', 'Java', 'C샵', 'C언어', 'C쁠블', '닷NET']",Python Ajax Java C샵 C언어 C쁠블 닷NET,38,2.0,2.0,2.0,2.0,2.0,1.0
951,1172788,퍼니플럭스엔터테인먼트(주),R&D,소프트웨어엔지니어,서울,/companies/94568/job_postings/1172788/rd/%ED%8D%BC%EB%8B%88%ED%94%8C%EB%9F%AD%EC%8A%A4%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,['Python'],Python,85,2.0,3.0,2.0,2.0,2.0,2.0
952,1175100,(주)한맥기술,"소프트웨어개발 분야 (응용 프로그래머, 전산역학프로그래머, 웹 개발자)","소프트웨어엔지니어, 웹개발",서울,/companies/92588/job_postings/1175100/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4%EA%B0%9C%EB%B0%9C-%EB%B6%84%EC%95%BC-%EC%9D%91%EC%9A%A9-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8-%EC%A0%84%EC%82%B0%EC%97%AD%ED%95%99%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%A8%B8-%EC%9B%B9-%EA%B0%9C%EB%B0%9C%EC%9E%90/%ED%95%9C%EB%A7%A5%EA%B8%B0%EC%88%A0?_rs_act=search&_rs_con=job%2Fsearch&_rs_element=search_result,"['TensorFlow', 'WEB', 'Java', 'PHP', 'C샵', 'C쁠블']",TensorFlow WEB Java PHP C샵 C쁠블,34,2.0,2.0,2.0,2.0,2.0,2.0
